id,t,x,y,z
2,2004-08-14 12:00:17,501974.257742328,6782154.27389417,339.941
2,2004-08-14 15:00:17,501973.951261645,6782154.05620725,339.919
2,2004-08-14 18:00:17,501973.586679408,6782153.80012096,339.717
2,2004-08-14 21:00:17,501973.170555866,6782153.5307012,339.885
2,2004-08-15 00:00:17,501972.766984466,6782153.25912265,339.926
2,2004-08-15 03:00:17,501972.378198309,6782152.99992883,339.85
2,2004-08-15 06:00:17,501972.010028115,6782152.7469348,339.822
2,2004-08-15 09:00:17,501971.656644392,6782152.50415961,339.829
2,2004-08-15 12:00:17,501971.285326809,6782152.26818142,339.818
2,2004-08-15 15:00:17,501970.881317097,6782151.97834768,339.808
2,2004-08-15 18:00:17,501970.410539913,6782151.64949098,339.786
2,2004-08-15 21:00:17,501969.935565633,6782151.34445654,339.782
2,2004-08-16 00:00:17,501969.494495693,6782151.06295627,339.791
2,2004-08-16 03:00:17,501969.061348748,6782150.77434406,339.756
2,2004-08-16 06:00:17,501968.673467719,6782150.49875245,339.724
2,2004-08-16 09:00:17,501968.311569557,6782150.25102228,339.719
2,2004-08-16 12:00:17,501967.959063307,6782150.04135478,339.69
2,2004-08-16 15:00:17,501967.61479674,6782149.79270631,339.667
2,2004-08-16 18:00:17,501967.240510164,6782149.52114478,339.633
2,2004-08-16 21:00:17,501966.830356417,6782149.26224904,339.635
2,2004-08-17 00:00:17,501966.443666231,6782148.99408416,339.637
2,2004-08-17 03:00:17,501966.11238142,6782148.77638406,339.586
2,2004-08-17 06:00:17,501965.78797562,6782148.54816791,339.551
2,2004-08-17 09:00:17,501965.475220484,6782148.3267653,339.541
2,2004-08-17 12:00:17,501965.173510225,6782148.12671816,339.525
2,2004-08-17 15:00:17,501964.844336964,6782147.87343725,339.5
2,2004-08-17 18:00:17,501964.500956272,6782147.64304476,339.466
2,2004-08-17 21:00:17,501964.148161065,6782147.4148129,339.431
2,2004-08-18 00:00:17,501963.804779417,6782147.18596752,339.455
2,2004-08-18 03:00:17,501963.501266466,6782147.00293704,339.421
2,2004-08-18 06:00:17,501963.210621291,6782146.78773517,339.375
2,2004-08-18 09:00:17,501962.929975612,6782146.59295994,339.362
2,2004-08-18 12:00:17,501962.654851599,6782146.41025478,339.36
2,2004-08-18 15:00:17,501962.376909,6782146.19103774,339.345
2,2004-08-18 18:00:17,501962.067435262,6782145.97922897,339.32
2,2004-08-18 21:00:17,501961.740480916,6782145.76524461,339.287
2,2004-08-19 00:00:17,501961.426679532,6782145.54353238,339.291
2,2004-08-19 03:00:17,501961.129152997,6782145.34255968,339.255
2,2004-08-19 06:00:17,501960.847465138,6782145.14066762,339.23
2,2004-08-19 09:00:17,501960.564874709,6782144.9496044,339.213
2,2004-08-19 12:00:17,501960.29198342,6782144.78175234,339.2
2,2004-08-19 15:00:17,501960.003131901,6782144.56469528,339.193
2,2004-08-19 18:00:17,501959.700532265,6782144.35072468,339.16
2,2004-08-19 21:00:17,501959.383884465,6782144.14200624,339.146
2,2004-08-20 00:00:17,501959.06261125,6782143.92152769,339.146
2,2004-08-20 03:00:17,501958.704291195,6782143.68555807,339.125
2,2004-08-20 06:00:17,501958.323261949,6782143.44555352,339.107
2,2004-08-20 09:00:17,501957.990783015,6782143.22383119,339.097
2,2004-08-20 12:00:17,501957.667569446,6782142.99932937,339.092
2,2004-08-20 15:00:17,501957.36257404,6782142.79402111,339.058
2,2004-08-20 18:00:17,501957.002613612,6782142.55186255,339.049
2,2004-08-20 21:00:17,501956.623084146,6782142.30133909,339.022
2,2004-08-21 00:00:17,501956.241919815,6782142.03503488,339.046
2,2004-08-21 03:00:17,501955.921532391,6782141.83312169,338.995
2,2004-08-21 06:00:17,501955.629981222,6782141.63339042,338.977
2,2004-08-21 09:00:17,501955.354706678,6782141.45130457,338.959
2,2004-08-21 12:00:17,501955.074351065,6782141.27076297,338.953
2,2004-08-21 15:00:17,501954.785043121,6782141.06732011,338.93
2,2004-08-21 18:00:17,501954.463169261,6782140.85117338,338.898
2,2004-08-21 21:00:17,501954.094692518,6782140.60746335,338.878
2,2004-08-22 00:00:17,501953.735924057,6782140.37056575,338.875
2,2004-08-22 03:00:17,501953.397014969,6782140.15719435,338.857
2,2004-08-22 06:00:17,501953.082013099,6782139.94290803,338.844
2,2004-08-22 09:00:17,501952.777161769,6782139.74626371,338.815
2,2004-08-22 12:00:17,501952.482325816,6782139.54158033,338.809
2,2004-08-22 15:00:17,501952.158956131,6782139.32790826,338.785
2,2004-08-22 18:00:17,501951.801685701,6782139.08358587,338.775
